a,b,c,co
438,531,83,1
438,83,536,1
438,83,535,1
438,83,531,1
83,536,531,1
83,536,438,1
83,535,531,1
83,535,438,1
83,531,536,1
531,438,83,1
531,438,536,1
536,531,83,1
535,531,83,1
536,438,535,1
536,438,531,1
536,438,83,1
536,83,531,1
536,83,438,1
535,536,531,1
535,536,438,1
535,531,536,1
535,531,438,1
535,438,536,1
531,535,83,1
535,438,531,1
535,438,83,1
535,83,531,1
535,83,438,1
531,536,535,1
531,536,438,1
531,536,83,1
531,535,536,1
531,535,438,1
451,63,56,1
451,63,65,1
451,65,56,1
480,196,407,1
408,457,526,1
408,457,525,1
486,436,193,1
486,193,436,1
436,486,193,1
436,193,486,1
193,486,436,1
193,436,486,1
480,407,196,1
407,480,196,1
408,525,526,1
407,196,480,1
196,480,407,1
196,407,480,1
535,527,102,1
535,527,81,1
535,102,527,1
535,81,527,1
527,535,102,1
527,535,81,1
408,525,457,1
408,526,457,1
527,102,81,1
526,457,408,1
448,111,34,1
448,34,111,1
111,463,448,1
111,448,463,1
111,448,34,1
111,34,448,1
34,448,111,1
34,111,448,1
526,525,408,1
526,408,525,1
408,526,525,1
526,408,457,1
525,526,408,1
525,457,408,1
525,408,526,1
525,408,457,1
457,526,408,1
457,525,408,1
457,408,526,1
457,408,525,1
527,102,535,1
527,81,535,1
451,65,63,1
229,19,119,1
13,510,521,1
13,510,511,1
493,229,119,1
493,119,229,1
493,119,19,1
493,19,119,1
229,493,119,1
229,119,493,1
229,119,19,1
119,493,229,1
13,511,521,1
119,493,19,1
119,229,493,1
119,229,19,1
119,19,493,1
119,19,229,1
19,493,119,1
19,229,119,1
19,119,493,1
19,119,229,1
13,511,510,1
13,521,510,1
527,81,102,1
521,510,13,1
102,535,527,1
102,527,535,1
102,527,81,1
102,81,527,1
81,535,527,1
81,527,535,1
81,527,102,1
81,102,527,1
521,511,13,1
521,13,511,1
13,521,511,1
521,13,510,1
511,521,13,1
511,510,13,1
511,13,521,1
511,13,510,1
510,521,13,1
510,511,13,1
510,13,521,1
510,13,511,1
90,26,137,1
90,26,440,1
90,137,26,1
509,263,2,1
375,26,331,1
375,26,8,1
375,8,331,1
375,8,26,1
331,375,26,1
331,375,8,1
331,26,375,1
331,26,8,1
331,8,375,1
331,8,26,1
26,375,331,1
26,375,8,1
26,331,375,1
26,331,8,1
26,8,375,1
26,8,331,1
8,375,331,1
8,375,26,1
8,331,375,1
8,331,26,1
8,26,375,1
375,331,8,1
375,331,26,1
132,220,433,1
433,220,132,1
263,509,2,1
263,2,509,1
2,509,263,1
2,263,509,1
434,433,132,1
434,220,132,1
434,132,433,1
434,132,220,1
433,434,132,1
433,132,434,1
132,220,434,1
433,132,220,1
220,434,132,1
220,433,132,1
220,132,434,1
220,132,433,1
132,434,433,1
132,434,220,1
132,433,434,1
132,433,220,1
8,26,331,1
510,451,417,1
510,451,25,1
16,451,417,1
25,510,417,1
25,510,16,1
25,451,510,1
25,417,510,1
25,417,16,1
25,16,510,1
25,16,417,1
16,510,417,1
16,510,25,1
16,417,510,1
417,16,25,1
16,417,451,1
16,417,25,1
16,25,510,1
16,25,417,1
388,171,63,1
388,100,63,1
388,99,63,1
388,63,171,1
388,63,100,1
25,510,451,1
417,16,451,1
510,417,451,1
451,417,510,1
510,417,25,1
510,417,16,1
510,25,451,1
510,25,417,1
510,25,16,1
510,16,417,1
510,16,25,1
451,510,417,1
451,510,25,1
451,417,16,1
417,16,510,1
451,25,510,1
451,16,417,1
417,510,451,1
417,510,25,1
417,510,16,1
417,451,510,1
417,451,16,1
417,25,510,1
417,25,16,1
509,2,263,1
28,63,541,1
171,388,63,1
28,65,98,1
378,101,125,1
125,378,101,1
125,101,378,1
101,378,125,1
101,125,378,1
197,177,20,1
197,177,12,1
197,20,177,1
197,12,177,1
177,197,20,1
177,197,12,1
177,20,197,1
177,20,12,1
177,12,197,1
177,12,20,1
20,197,177,1
20,177,197,1
20,177,12,1
20,12,177,1
12,197,177,1
12,177,197,1
378,125,101,1
19,73,373,1
19,373,73,1
18,41,331,1
18,511,152,1
18,511,41,1
18,331,511,1
18,331,152,1
18,331,41,1
18,152,511,1
18,152,331,1
18,152,41,1
18,41,511,1
18,41,152,1
73,19,373,1
411,63,1,1
411,1,63,1
63,411,1,1
63,1,411,1
1,411,63,1
1,63,411,1
373,73,19,1
373,19,73,1
73,373,19,1
12,177,20,1
12,20,177,1
500,164,125,1
63,541,65,1
65,541,98,1
65,541,63,1
65,98,541,1
65,98,63,1
65,98,28,1
65,63,541,1
65,63,98,1
65,28,98,1
63,541,98,1
63,541,28,1
98,28,541,1
63,98,541,1
63,98,65,1
63,65,541,1
63,65,98,1
63,28,541,1
28,541,98,1
28,541,63,1
28,98,541,1
28,98,65,1
98,28,65,1
98,63,65,1
500,125,164,1
541,63,98,1
164,500,125,1
164,125,500,1
125,500,164,1
125,164,500,1
541,98,65,1
541,98,63,1
541,98,28,1
541,65,98,1
541,65,63,1
541,63,65,1
98,63,541,1
541,63,28,1
541,28,98,1
541,28,63,1
98,541,65,1
98,541,63,1
98,541,28,1
98,65,541,1
98,65,63,1
98,65,28,1
388,63,99,1
171,100,63,1
25,455,227,1
525,527,18,1
535,493,408,1
535,493,339,1
535,408,506,1
535,408,493,1
535,408,339,1
535,339,506,1
535,339,493,1
535,339,408,1
506,535,493,1
506,535,408,1
506,535,339,1
506,493,535,1
506,493,408,1
506,493,339,1
506,408,535,1
506,408,493,1
506,408,339,1
506,339,535,1
506,339,493,1
506,339,408,1
493,535,506,1
535,493,506,1
535,506,339,1
535,506,408,1
518,295,493,1
525,18,527,1
525,18,526,1
18,527,526,1
18,527,525,1
18,526,527,1
18,526,525,1
18,525,527,1
18,525,526,1
518,493,295,1
507,493,295,1
535,506,493,1
507,295,493,1
493,518,295,1
493,507,295,1
493,295,518,1
493,295,507,1
295,518,493,1
295,507,493,1
295,493,518,1
295,493,507,1
493,535,408,1
493,535,339,1
493,506,535,1
455,227,25,1
339,506,408,1
339,493,535,1
339,493,506,1
339,493,408,1
339,408,535,1
339,408,506,1
339,408,493,1
455,451,227,1
455,227,451,1
455,25,227,1
339,506,535,1
451,455,227,1
451,227,455,1
451,227,25,1
451,25,227,1
227,455,451,1
227,455,25,1
227,451,455,1
227,451,25,1
227,25,455,1
339,506,493,1
339,535,408,1
493,506,408,1
408,535,339,1
493,506,339,1
493,408,535,1
493,408,506,1
493,408,339,1
493,339,535,1
493,339,506,1
493,339,408,1
408,535,506,1
408,535,493,1
408,506,535,1
339,535,493,1
408,506,493,1
408,506,339,1
408,493,535,1
408,493,506,1
408,493,339,1
408,339,535,1
408,339,506,1
408,339,493,1
339,535,506,1
525,526,18,1
526,18,525,1
171,99,63,1
526,18,527,1
438,295,539,1
295,539,438,1
295,438,539,1
480,436,19,1
480,19,436,1
436,480,19,1
436,19,480,1
19,480,436,1
19,436,480,1
529,309,63,1
529,63,309,1
309,529,63,1
309,63,529,1
63,529,309,1
63,309,529,1
535,218,65,1
535,218,50,1
535,65,218,1
535,65,50,1
535,50,218,1
535,50,65,1
438,539,295,1
539,295,438,1
539,438,295,1
99,63,388,1
171,63,388,1
171,63,100,1
171,63,99,1
100,388,63,1
100,171,63,1
100,63,388,1
100,63,171,1
99,388,63,1
99,171,63,1
99,63,171,1
63,99,171,1
63,388,171,1
63,388,100,1
63,388,99,1
63,171,388,1
63,171,100,1
63,171,99,1
63,100,388,1
63,100,171,1
63,99,388,1
218,535,65,1
218,535,50,1
218,65,535,1
27,160,78,1
79,27,160,1
79,27,78,1
78,160,79,1
78,160,27,1
78,79,160,1
78,79,27,1
78,27,160,1
78,27,79,1
27,160,79,1
27,79,160,1
79,78,160,1
27,79,78,1
27,78,160,1
27,78,79,1
527,526,18,1
527,525,18,1
527,18,526,1
527,18,525,1
526,527,18,1
526,525,18,1
79,78,27,1
79,160,27,1
218,65,50,1
50,535,65,1
218,50,535,1
218,50,65,1
65,535,218,1
65,535,50,1
65,218,535,1
65,218,50,1
65,50,535,1
65,50,218,1
50,535,218,1
50,218,535,1
79,160,78,1
50,218,65,1
50,65,535,1
50,65,218,1
160,79,78,1
160,79,27,1
160,78,79,1
160,78,27,1
160,27,79,1
160,27,78,1
18,511,331,1
41,18,152,1
41,18,331,1
512,218,18,1
238,153,154,1
189,238,154,1
189,238,153,1
189,154,238,1
189,154,153,1
189,153,238,1
189,153,154,1
154,238,189,1
154,238,153,1
154,189,238,1
154,189,153,1
154,153,238,1
154,153,189,1
153,238,189,1
153,238,154,1
153,189,238,1
153,189,154,1
153,154,238,1
153,154,189,1
181,46,42,1
181,42,46,1
238,153,189,1
238,154,153,1
238,154,189,1
218,447,512,1
512,18,218,1
447,512,218,1
447,512,18,1
447,218,512,1
447,218,18,1
447,18,512,1
447,18,218,1
218,512,447,1
218,512,18,1
218,447,18,1
238,189,153,1
218,18,512,1
218,18,447,1
18,512,447,1
18,512,218,1
18,447,512,1
18,447,218,1
18,218,512,1
18,218,447,1
238,189,154,1
46,181,42,1
46,42,181,1
42,181,46,1
494,63,435,1
157,529,373,1
157,529,162,1
157,373,529,1
157,373,162,1
157,162,529,1
157,162,373,1
494,435,373,1
494,435,63,1
494,373,435,1
435,494,373,1
162,157,529,1
435,494,63,1
435,373,494,1
435,63,494,1
373,494,435,1
373,435,494,1
63,494,435,1
63,435,494,1
451,80,56,1
451,80,16,1
162,157,373,1
162,373,157,1
42,46,181,1
529,162,157,1
396,352,80,1
396,80,352,1
352,396,80,1
352,80,396,1
80,396,352,1
80,352,396,1
529,373,162,1
529,373,157,1
529,162,373,1
529,157,373,1
162,373,529,1
529,157,162,1
373,529,162,1
373,529,157,1
373,162,529,1
373,162,157,1
373,157,529,1
373,157,162,1
162,529,373,1
162,529,157,1
512,18,447,1
512,218,447,1
41,18,511,1
512,447,18,1
82,68,188,1
82,68,111,1
68,541,318,1
68,541,188,1
68,541,111,1
68,541,82,1
68,318,541,1
68,318,188,1
68,318,111,1
68,318,82,1
68,188,541,1
68,188,318,1
68,188,82,1
68,111,541,1
68,111,318,1
68,111,82,1
68,82,541,1
68,82,318,1
68,82,188,1
68,82,111,1
507,457,355,1
82,68,318,1
82,68,541,1
82,111,68,1
82,541,68,1
111,82,318,1
111,82,188,1
111,82,68,1
111,68,541,1
111,68,318,1
111,68,82,1
82,541,318,1
82,541,188,1
82,541,111,1
82,318,541,1
82,111,188,1
82,318,188,1
82,318,111,1
82,318,68,1
82,188,541,1
82,188,318,1
82,188,111,1
82,188,68,1
82,111,541,1
82,111,318,1
507,355,457,1
457,507,355,1
457,355,507,1
63,434,54,1
54,102,103,1
530,336,63,1
530,63,336,1
336,530,63,1
336,63,530,1
63,530,336,1
63,336,530,1
434,63,54,1
434,54,63,1
63,54,434,1
102,54,103,1
54,434,63,1
54,63,434,1
116,111,97,1
116,97,111,1
111,116,97,1
111,97,116,1
97,116,111,1
97,111,116,1
512,447,218,1
54,103,102,1
102,103,54,1
355,507,457,1
260,542,229,1
355,457,507,1
412,411,209,1
412,209,411,1
411,412,209,1
411,209,412,1
209,412,411,1
209,411,412,1
542,260,229,1
542,229,260,1
260,229,542,1
103,54,102,1
229,542,260,1
229,260,542,1
259,103,40,1
259,40,103,1
103,259,40,1
103,40,259,1
40,259,103,1
40,103,259,1
103,102,54,1
451,56,80,1
451,56,16,1
451,16,80,1
451,16,56,1
540,504,501,1
540,501,504,1
540,501,440,1
540,501,8,1
540,440,501,1
540,8,501,1
504,540,501,1
504,501,540,1
501,540,504,1
501,540,440,1
501,540,8,1
501,504,540,1
501,440,540,1
501,8,540,1
440,540,501,1
440,501,540,1
8,540,501,1
8,501,540,1
529,526,373,1
529,373,526,1
526,529,373,1
86,456,518,1
86,510,518,1
86,518,456,1
19,8,505,1
62,493,71,1
62,258,71,1
62,97,71,1
62,71,493,1
62,71,258,1
62,71,97,1
505,19,8,1
505,8,19,1
19,505,8,1
8,505,19,1
86,518,510,1
8,19,505,1
518,510,86,1
518,456,86,1
518,86,510,1
518,86,456,1
510,518,86,1
510,86,518,1
456,518,86,1
456,86,518,1
526,373,529,1
373,529,526,1
373,526,529,1
152,18,331,1
152,511,41,1
152,511,18,1
152,331,511,1
152,331,41,1
152,331,18,1
152,41,511,1
152,41,331,1
152,41,18,1
152,18,511,1
152,18,41,1
331,18,41,1
41,511,331,1
41,511,152,1
41,511,18,1
41,331,511,1
41,331,152,1
41,331,18,1
41,152,511,1
41,152,331,1
41,152,18,1
152,511,331,1
331,18,152,1
511,331,152,1
511,18,152,1
511,331,41,1
511,331,18,1
511,152,331,1
511,152,41,1
511,152,18,1
511,41,331,1
511,41,152,1
511,41,18,1
511,18,331,1
511,18,41,1
331,18,511,1
331,511,152,1
331,511,41,1
331,511,18,1
331,152,511,1
331,152,41,1
331,152,18,1
331,41,511,1
331,41,152,1
331,41,18,1
71,62,97,1
71,62,258,1
71,62,493,1
392,211,144,1
540,480,167,1
540,167,480,1
480,540,167,1
480,167,540,1
167,540,480,1
167,480,540,1
392,308,211,1
392,308,144,1
392,211,308,1
392,144,308,1
102,535,402,1
392,144,211,1
308,392,211,1
308,392,144,1
308,211,392,1
308,211,144,1
308,144,392,1
308,144,211,1
211,392,308,1
211,392,144,1
102,402,535,1
402,102,535,1
211,308,144,1
56,80,16,1
80,451,56,1
80,451,16,1
80,56,451,1
80,56,16,1
80,16,451,1
80,16,56,1
56,451,80,1
56,451,16,1
56,80,451,1
56,16,451,1
402,535,102,1
56,16,80,1
16,451,80,1
16,451,56,1
16,80,451,1
16,80,56,1
16,56,451,1
16,56,80,1
535,402,102,1
535,102,402,1
211,308,392,1
211,144,392,1
71,97,62,1
258,62,71,1
493,258,71,1
493,71,258,1
493,71,62,1
493,62,71,1
258,493,71,1
258,97,71,1
258,71,493,1
258,71,97,1
258,71,62,1
97,258,71,1
92,522,455,1
97,71,258,1
97,71,62,1
97,62,71,1
71,493,258,1
71,493,62,1
71,258,493,1
71,258,97,1
71,258,62,1
71,97,258,1
92,455,522,1
455,92,522,1
211,144,308,1
36,19,373,1
144,392,308,1
144,392,211,1
144,308,392,1
144,308,211,1
144,211,392,1
144,211,308,1
373,36,19,1
373,19,36,1
36,373,19,1
19,373,36,1
455,522,92,1
19,36,373,1
435,65,19,1
435,19,65,1
65,435,19,1
65,19,435,1
19,435,65,1
19,65,435,1
522,455,92,1
522,92,455,1
227,25,451,1
25,451,227,1
90,137,440,1
486,537,19,1
536,427,339,1
536,411,427,1
536,411,339,1
536,339,427,1
536,339,411,1
535,536,427,1
535,427,536,1
535,427,411,1
535,427,339,1
535,411,427,1
535,339,427,1
427,536,535,1
427,536,411,1
427,536,339,1
427,535,536,1
427,535,411,1
427,535,339,1
427,411,536,1
427,411,535,1
427,339,536,1
427,339,535,1
536,427,411,1
536,427,535,1
536,535,427,1
520,355,30,1
486,19,537,1
42,537,486,1
42,537,19,1
42,486,537,1
42,19,537,1
19,537,486,1
19,537,42,1
19,486,537,1
19,42,537,1
520,30,355,1
30,355,510,1
510,355,30,1
510,30,355,1
355,520,30,1
355,510,30,1
355,30,520,1
355,30,510,1
30,520,355,1
30,510,355,1
30,355,520,1
411,536,427,1
411,536,339,1
411,535,427,1
415,506,356,1
5,18,138,1
5,18,29,1
506,415,412,1
506,415,356,1
506,412,415,1
506,412,356,1
506,356,415,1
506,356,412,1
415,506,412,1
415,412,506,1
5,138,18,1
415,412,356,1
415,356,506,1
415,356,412,1
412,506,415,1
412,506,356,1
412,415,506,1
412,415,356,1
412,356,506,1
412,356,415,1
5,29,18,1
18,5,29,1
411,427,536,1
138,18,29,1
411,427,535,1
411,339,536,1
339,536,427,1
339,536,411,1
339,535,427,1
339,427,536,1
339,427,535,1
339,411,536,1
138,29,18,1
138,18,5,1
18,5,138,1
138,5,18,1
29,138,18,1
29,18,138,1
29,18,5,1
29,5,18,1
18,138,29,1
18,138,5,1
18,29,138,1
18,29,5,1
486,42,537,1
486,537,42,1
356,506,412,1
537,19,42,1
157,274,252,1
157,252,486,1
157,252,374,1
157,252,274,1
534,435,122,1
534,122,435,1
435,534,122,1
435,122,534,1
122,534,435,1
122,435,534,1
426,356,63,1
426,63,356,1
356,426,63,1
356,63,426,1
63,426,356,1
63,356,426,1
470,460,394,1
470,453,394,1
470,394,460,1
470,394,453,1
460,470,394,1
157,274,374,1
157,274,486,1
157,374,252,1
274,157,486,1
486,157,274,1
486,157,252,1
374,274,157,1
374,252,157,1
374,157,274,1
374,157,252,1
274,486,157,1
274,374,157,1
274,252,157,1
274,157,374,1
157,374,274,1
274,157,252,1
252,486,157,1
252,374,157,1
252,274,157,1
252,157,486,1
252,157,374,1
252,157,274,1
157,486,274,1
157,486,252,1
460,394,470,1
453,470,394,1
453,394,470,1
248,274,412,1
412,248,42,1
412,42,274,1
412,42,248,1
274,412,248,1
274,412,42,1
274,248,412,1
274,42,412,1
248,412,274,1
248,412,42,1
248,42,412,1
412,274,42,1
42,412,274,1
42,412,248,1
42,274,412,1
42,248,412,1
537,486,42,1
537,486,19,1
537,42,486,1
537,42,19,1
537,19,486,1
412,248,274,1
412,274,248,1
394,470,460,1
493,125,506,1
394,470,453,1
394,460,470,1
394,453,470,1
506,493,125,1
506,263,125,1
506,125,493,1
506,125,263,1
493,506,125,1
493,263,125,1
493,125,263,1
125,263,493,1
263,506,125,1
263,493,125,1
263,125,506,1
263,125,493,1
125,506,493,1
125,506,263,1
125,493,506,1
125,493,263,1
125,263,506,1
356,506,415,1
356,415,506,1
25,227,455,1
208,56,81,1
150,65,188,1
65,300,188,1
65,300,150,1
65,188,300,1
65,188,150,1
65,150,300,1
65,150,188,1
535,510,493,1
535,510,29,1
535,493,510,1
535,493,29,1
535,29,510,1
535,29,493,1
510,535,493,1
510,535,29,1
510,493,535,1
510,493,29,1
510,29,535,1
510,29,493,1
493,535,510,1
493,535,29,1
150,65,300,1
150,188,65,1
150,188,300,1
300,150,188,1
103,56,208,1
81,208,56,1
81,56,208,1
56,208,103,1
56,208,81,1
56,103,208,1
56,81,208,1
300,188,150,1
300,188,65,1
300,150,65,1
150,300,65,1
300,65,188,1
300,65,150,1
188,300,150,1
188,300,65,1
188,150,300,1
188,150,65,1
188,65,300,1
188,65,150,1
150,300,188,1
493,510,535,1
493,510,29,1
493,29,535,1
440,90,26,1
483,461,58,1
483,58,461,1
461,483,58,1
461,58,483,1
58,483,461,1
58,461,483,1
440,137,90,1
440,137,26,1
440,90,137,1
440,26,137,1
56,170,103,1
440,26,90,1
137,440,90,1
137,440,26,1
137,90,440,1
137,90,26,1
137,26,440,1
137,26,90,1
90,440,137,1
90,440,26,1
56,103,170,1
56,170,407,1
493,29,510,1
407,56,170,1
29,535,510,1
29,535,493,1
29,510,535,1
29,510,493,1
29,493,535,1
29,493,510,1
407,170,103,1
407,170,56,1
407,103,170,1
170,407,103,1
56,407,170,1
170,407,56,1
170,103,407,1
170,103,56,1
170,56,407,1
170,56,103,1
103,407,170,1
103,170,407,1
103,170,56,1
103,56,170,1
103,208,56,1
208,56,103,1
356,415,412,1
208,81,56,1
424,259,28,1
424,28,541,1
424,28,540,1
424,28,259,1
259,540,424,1
259,424,540,1
259,424,28,1
259,28,424,1
28,541,424,1
28,540,424,1
28,424,541,1
28,424,540,1
28,424,259,1
28,259,424,1
260,154,46,1
260,154,26,1
260,46,154,1
260,46,26,1
260,26,154,1
260,26,46,1
154,260,46,1
424,259,540,1
424,540,28,1
424,540,259,1
541,424,540,1
356,412,506,1
356,412,415,1
386,112,110,1
386,110,112,1
112,386,110,1
112,110,386,1
110,386,112,1
110,112,386,1
541,540,424,1
541,424,28,1
424,540,541,1
541,28,424,1
540,541,424,1
540,424,541,1
540,424,259,1
540,424,28,1
540,259,424,1
540,28,424,1
424,541,540,1
424,541,28,1
154,260,26,1
154,46,260,1
154,46,26,1
290,457,508,1
457,290,435,1
435,508,457,1
435,508,290,1
435,457,508,1
435,457,290,1
435,290,508,1
435,290,457,1
290,508,457,1
290,508,435,1
290,457,435,1
457,435,290,1
290,435,508,1
290,435,457,1
494,266,264,1
494,264,266,1
266,494,264,1
266,264,494,1
264,494,266,1
264,266,494,1
208,103,56,1
457,290,508,1
457,435,508,1
154,26,260,1
26,154,260,1
154,26,46,1
46,260,154,1
46,260,26,1
46,154,260,1
46,154,26,1
46,26,260,1
46,26,154,1
26,260,154,1
26,260,46,1
26,154,46,1
457,508,290,1
26,46,260,1
26,46,154,1
508,457,435,1
508,457,290,1
508,435,457,1
508,435,290,1
508,290,457,1
508,290,435,1
457,508,435,1
486,252,157,1
486,274,157,1
19,507,540,1
392,91,295,1
295,63,55,1
295,55,392,1
295,55,91,1
295,55,63,1
295,55,46,1
295,46,392,1
295,46,91,1
295,46,55,1
91,392,295,1
91,392,63,1
91,392,55,1
91,392,46,1
91,295,392,1
91,295,63,1
91,295,55,1
91,295,46,1
91,63,392,1
91,63,295,1
91,63,55,1
91,63,46,1
91,55,392,1
295,63,91,1
295,63,392,1
295,91,46,1
392,55,46,1
392,91,55,1
392,91,46,1
392,63,295,1
392,63,91,1
392,63,55,1
392,63,46,1
392,55,295,1
392,55,91,1
392,55,63,1
392,46,295,1
295,91,55,1
392,46,91,1
392,46,63,1
392,46,55,1
295,392,91,1
295,392,63,1
295,392,55,1
295,392,46,1
295,91,392,1
295,91,63,1
91,55,295,1
91,55,63,1
91,55,46,1
55,63,392,1
55,392,46,1
55,295,392,1
55,295,91,1
55,295,63,1
55,295,46,1
55,91,392,1
55,91,295,1
55,91,63,1
55,91,46,1
55,63,295,1
55,392,91,1
55,63,91,1
55,63,46,1
55,46,392,1
55,46,295,1
55,46,91,1
55,46,63,1
46,392,295,1
46,392,91,1
46,392,63,1
55,392,63,1
55,392,295,1
91,46,392,1
63,295,55,1
91,46,295,1
91,46,63,1
91,46,55,1
63,392,295,1
63,392,91,1
63,392,55,1
63,392,46,1
63,295,392,1
63,295,91,1
63,91,392,1
63,46,55,1
63,91,295,1
63,91,55,1
63,91,46,1
63,55,392,1
63,55,295,1
63,55,91,1
63,55,46,1
63,46,392,1
63,46,91,1
392,91,63,1
392,295,46,1
19,540,507,1
392,295,55,1
259,111,225,1
225,456,259,1
225,456,111,1
225,259,456,1
225,259,111,1
225,111,456,1
225,111,259,1
111,456,259,1
111,456,225,1
111,259,456,1
111,259,225,1
111,225,456,1
111,225,259,1
511,30,11,1
511,11,30,1
30,511,11,1
30,11,511,1
11,511,30,1
11,30,511,1
511,390,63,1
511,390,18,1
259,111,456,1
259,225,111,1
259,225,456,1
66,537,23,1
25,227,451,1
367,63,55,1
367,55,63,1
63,367,55,1
63,55,367,1
55,367,63,1
55,63,367,1
537,66,23,1
537,23,66,1
66,23,537,1
259,456,111,1
23,537,66,1
23,66,537,1
456,259,225,1
456,259,111,1
456,225,259,1
456,225,111,1
456,111,259,1
456,111,225,1
259,456,225,1
511,63,390,1
511,18,390,1
390,511,63,1
225,159,339,1
259,295,97,1
259,97,295,1
97,541,295,1
97,295,541,1
97,295,259,1
97,259,295,1
339,225,159,1
339,159,225,1
225,339,159,1
159,339,225,1
295,97,541,1
159,225,339,1
418,407,356,1
418,356,407,1
407,418,356,1
407,356,418,1
356,418,407,1
356,407,418,1
392,295,91,1
392,295,63,1
295,97,259,1
295,259,97,1
390,511,18,1
18,390,511,1
390,63,511,1
390,63,18,1
390,18,511,1
390,18,63,1
63,511,390,1
63,390,511,1
63,390,18,1
63,18,390,1
18,511,390,1
18,390,63,1
295,494,541,1
18,63,390,1
541,494,295,1
541,295,494,1
541,295,97,1
541,97,295,1
494,541,295,1
494,295,541,1
295,541,494,1
295,541,97,1
46,392,55,1
46,295,392,1
46,295,91,1
46,295,55,1
536,486,82,1
536,457,486,1
536,457,82,1
536,82,486,1
536,82,457,1
486,536,457,1
486,536,82,1
486,457,536,1
486,457,82,1
486,82,536,1
486,82,457,1
457,536,486,1
457,536,82,1
457,486,536,1
457,486,82,1
457,82,536,1
457,82,486,1
82,536,486,1
82,536,457,1
82,486,536,1
82,486,457,1
536,486,457,1
8,11,21,1
8,11,69,1
11,8,69,1
21,8,140,1
21,8,69,1
21,8,11,1
11,140,21,1
11,69,21,1
11,69,8,1
11,21,140,1
11,21,69,1
11,21,8,1
11,8,21,1
8,21,11,1
8,494,69,1
8,140,69,1
8,140,21,1
8,69,494,1
8,69,140,1
8,69,21,1
8,69,11,1
8,21,140,1
8,21,69,1
82,457,536,1
82,457,486,1
540,494,18,1
506,519,111,1
55,539,103,1
55,539,81,1
55,103,539,1
55,81,539,1
519,506,391,1
519,506,111,1
519,391,506,1
519,111,506,1
506,519,391,1
506,391,519,1
81,539,55,1
506,111,519,1
391,519,506,1
391,506,519,1
111,519,506,1
111,506,519,1
540,507,19,1
540,19,507,1
507,540,19,1
507,19,540,1
81,55,539,1
103,55,539,1
540,111,18,1
18,111,540,1
540,18,494,1
540,18,111,1
494,540,18,1
494,18,540,1
111,540,18,1
111,18,540,1
18,540,494,1
18,540,111,1
18,494,540,1
510,493,451,1
103,539,55,1
510,451,493,1
493,510,451,1
493,451,510,1
451,510,493,1
451,493,510,1
539,103,55,1
539,81,55,1
539,55,103,1
539,55,81,1
21,11,8,1
21,11,69,1
21,11,140,1
407,81,351,1
339,20,22,1
22,339,20,1
22,20,339,1
20,339,22,1
20,22,339,1
407,351,208,1
407,351,81,1
407,208,351,1
407,208,81,1
407,81,208,1
148,174,220,1
351,407,208,1
351,407,81,1
351,208,407,1
351,208,81,1
351,81,407,1
351,81,208,1
208,407,351,1
208,407,81,1
208,351,407,1
339,22,20,1
148,174,434,1
208,81,407,1
46,55,91,1
46,91,392,1
46,91,295,1
46,91,63,1
46,91,55,1
46,63,392,1
46,63,91,1
46,63,55,1
46,55,392,1
46,55,295,1
46,55,63,1
148,220,174,1
434,174,148,1
434,148,174,1
220,174,148,1
220,148,174,1
174,434,148,1
174,220,148,1
174,148,434,1
174,148,220,1
148,434,174,1
208,351,81,1
208,81,351,1
21,69,8,1
69,8,494,1
140,8,21,1
69,494,21,1
69,494,8,1
69,140,8,1
69,21,494,1
69,21,11,1
69,21,8,1
69,11,21,1
69,11,8,1
69,8,140,1
140,11,21,1
69,8,21,1
69,8,11,1
21,494,140,1
21,494,69,1
21,140,494,1
21,140,11,1
21,140,8,1
21,69,494,1
21,69,11,1
140,8,69,1
140,21,8,1
81,407,351,1
81,360,308,1
81,407,208,1
81,351,407,1
81,351,208,1
81,208,407,1
81,208,351,1
360,308,81,1
360,81,308,1
308,360,81,1
308,81,360,1
81,308,360,1
140,21,11,1
494,140,21,1
494,69,21,1
494,69,8,1
494,21,140,1
494,21,69,1
494,8,69,1
140,494,21,1
140,69,8,1
140,21,494,1
2,507,66,1
66,2,297,1
234,286,511,1
373,392,251,1
515,308,418,1
418,515,308,1
418,308,515,1
308,515,418,1
308,418,515,1
500,375,373,1
500,373,375,1
375,500,373,1
375,373,500,1
373,500,375,1
373,375,500,1
392,370,121,1
392,121,370,1
370,392,121,1
370,121,392,1
121,392,370,1
121,370,392,1
494,263,8,1
494,8,263,1
263,494,8,1
263,8,494,1
515,418,308,1
251,253,373,1
251,253,392,1
253,373,392,1
373,253,392,1
373,253,251,1
373,251,486,1
373,251,392,1
373,251,253,1
253,486,373,1
253,392,373,1
253,392,251,1
253,373,486,1
253,373,251,1
251,373,253,1
253,251,392,1
253,251,373,1
251,486,392,1
251,486,373,1
251,392,486,1
251,392,373,1
251,392,253,1
251,373,486,1
251,373,392,1
8,494,263,1
8,263,494,1
408,61,23,1
54,81,435,1
519,536,226,1
519,226,536,1
226,536,519,1
226,519,536,1
435,81,54,1
435,54,81,1
81,435,54,1
81,54,435,1
54,435,81,1
505,497,374,1
536,519,226,1
505,497,59,1
505,497,36,1
505,374,497,1
505,374,59,1
505,374,36,1
505,59,497,1
